ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-10-15,12148314149.61273,6715847694.612929,18355940142.170433,12148314149.61273,12148314149.61273,329532389.2672682,329532389.2672682,329532389.2672682,2132986054.760308,2132986054.760308,2132986054.760308,-153732355.90285665,-153732355.90285665,-153732355.90285665,-1649721309.5901833,-1649721309.5901833,-1649721309.5901833,0.0,0.0,0.0,12477846538.879997
2020-10-16,12143385836.999222,8414970388.96088,19667967210.52063,12143385836.999222,12143385836.999222,1884068175.905654,1884068175.905654,1884068175.905654,2132986054.760308,2132986054.760308,2132986054.760308,1358968902.0554752,1358968902.0554752,1358968902.0554752,-1607886780.9101293,-1607886780.9101293,-1607886780.9101293,0.0,0.0,0.0,14027454012.904877
2020-10-19,12128600899.15869,7066692096.575363,18975139607.137688,12128600899.15869,12128600899.15869,903575792.2071543,903575792.2071543,903575792.2071543,2132986054.760308,2132986054.760308,2132986054.760308,142761004.0145391,142761004.0145391,142761004.0145391,-1372171266.567693,-1372171266.567693,-1372171266.567693,0.0,0.0,0.0,13032176691.365845
2020-10-20,12121319974.2138,6650919256.240771,18275852732.447834,12121319974.2138,12121319974.2138,561279550.2362912,561279550.2362912,561279550.2362912,2132986054.760308,2132986054.760308,2132986054.760308,-307212085.63526124,-307212085.63526124,-307212085.63526124,-1264494418.8887556,-1264494418.8887556,-1264494418.8887556,0.0,0.0,0.0,12682599524.450092
2020-10-21,12114039049.268911,6872017506.318,18450831103.47947,12114039049.268911,12114039049.268911,478621089.63764334,478621089.63764334,478621089.63764334,2132986054.760308,2132986054.760308,2132986054.760308,-507539372.7622075,-507539372.7622075,-507539372.7622075,-1146825592.3604572,-1146825592.3604572,-1146825592.3604572,0.0,0.0,0.0,12592660138.906555
2020-10-22,12106758124.32402,6929334193.331754,18814526075.539524,12106758124.32402,12106758124.32402,956999066.869857,956999066.869857,956999066.869857,2132986054.760308,2132986054.760308,2132986054.760308,-153732355.90698275,-153732355.90698275,-153732355.90698275,-1022254631.9834684,-1022254631.9834684,-1022254631.9834684,0.0,0.0,0.0,13063757191.193878
2020-10-23,12099477199.379131,8540110962.922699,20537553713.604084,12099477199.379131,12099477199.379131,2597923723.55513,2597923723.55513,2597923723.55513,2132986054.760308,2132986054.760308,2132986054.760308,1358968902.0552306,1358968902.0552306,1358968902.0552306,-894031233.2604086,-894031233.2604086,-894031233.2604086,0.0,0.0,0.0,14697400922.934261
2020-10-26,12077634424.544462,8074081104.375947,19726894491.034492,12077634424.544462,12077634424.544462,1754754303.5122015,1754754303.5122015,1754754303.5122015,2132986054.760308,2132986054.760308,2132986054.760308,142761004.01816377,142761004.01816377,142761004.01816377,-520992755.2662702,-520992755.2662702,-520992755.2662702,0.0,0.0,0.0,13832388728.056664
2020-10-27,12070353499.599573,7569583317.126911,18995460159.055542,12070353499.599573,12070353499.599573,1414206551.7347682,1414206551.7347682,1414206551.7347682,2132986054.760308,2132986054.760308,2132986054.760308,-307212085.6365155,-307212085.6365155,-307212085.6365155,-411567417.38902456,-411567417.38902456,-411567417.38902456,0.0,0.0,0.0,13484560051.334341
2020-10-28,12063072574.654684,7438445810.148755,19662478039.09037,12063072574.654684,12063072574.654684,1310646520.9591162,1310646520.9591162,1310646520.9591162,2132986054.760308,2132986054.760308,2132986054.760308,-507539372.75984704,-507539372.75984704,-507539372.75984704,-314800161.04134494,-314800161.04134494,-314800161.04134494,0.0,0.0,0.0,13373719095.6138
2020-10-29,12055791649.709795,7861308489.481875,20271838861.73382,12055791649.709795,12055791649.709795,1745792022.8441157,1745792022.8441157,1745792022.8441157,2132986054.760308,2132986054.760308,2132986054.760308,-153732355.9061117,-153732355.9061117,-153732355.9061117,-233461676.0100804,-233461676.0100804,-233461676.0100804,0.0,0.0,0.0,13801583672.553911
2020-10-30,12048510724.764906,9356367760.741663,20954437985.070683,12048510724.764906,12048510724.764906,3321962687.750884,3321962687.750884,3321962687.750884,2132986054.760308,2132986054.760308,2132986054.760308,1358968902.055405,1358968902.055405,1358968902.055405,-169992269.06482863,-169992269.06482863,-169992269.06482863,0.0,0.0,0.0,15370473412.515789
2020-11-02,12026667949.930237,8661438615.298176,19875636277.485268,12026667949.930237,12026667949.930237,2170806744.886774,2170806744.886774,2170806744.886774,2132986054.760308,2132986054.760308,2132986054.760308,142761004.01473242,142761004.01473242,142761004.01473242,-104940313.8882664,-104940313.8882664,-104940313.8882664,0.0,0.0,0.0,14197474694.81701
2020-11-03,12019387024.985348,7819109962.083578,19626838112.3149,12019387024.985348,12019387024.985348,1697136093.6299777,1697136093.6299777,1697136093.6299777,2132986054.760308,2132986054.760308,2132986054.760308,-307212085.6377698,-307212085.6377698,-307212085.6377698,-128637875.49256042,-128637875.49256042,-128637875.49256042,0.0,0.0,0.0,13716523118.615326
