Date,Close,Volume,CashInflow
,DHER.DE,DHER.DE,
2017-09-06,30.700000762939453,7506,230434.20572662354
2017-09-07,32.65999984741211,62110,2028512.590522766
2017-09-08,32.70000076293945,35921,1174616.727405548
2017-09-11,33.099998474121094,21409,708637.8673324585
2017-09-12,33.45000076293945,29639,991424.5726127625
2017-09-13,33.755001068115234,34220,1155096.1365509033
2017-09-14,34.0,115476,3926184.0
2017-09-15,34.54999923706055,257288,8889300.203704834
2017-09-18,35.55500030517578,32624,1159946.3299560547
2017-09-19,34.75,85723,2978874.25
2017-09-20,34.25,68620,2350235.0
2017-09-21,34.5,33529,1156750.5
2017-09-22,34.0,74148,2521032.0
2017-09-25,32.5,60944,1980680.0
2017-09-26,33.75,66160,2232900.0
2017-09-27,33.70000076293945,27630,931131.0210800171
2017-09-28,34.040000915527344,60067,2044680.734992981
2017-09-29,33.5,123886,4150181.0
2017-10-02,33.595001220703125,38621,1297472.5421447754
2017-10-03,33.595001220703125,0,0.0
2017-10-04,33.849998474121094,56610,1916248.4136199951
2017-10-05,35.54999923706055,54350,1932142.4585342407
2017-10-06,35.54999923706055,44890,1595839.465751648
2017-10-09,35.3849983215332,33374,1180938.9339828491
2017-10-10,35.58000183105469,20460,727966.8374633789
2017-10-11,35.744998931884766,30897,1104413.2319984436
2017-10-12,38.150001525878906,79740,3042081.121673584
2017-10-13,38.255001068115234,48475,1854411.176776886
2017-10-16,38.040000915527344,37446,1424445.874282837
2017-10-17,37.0,28992,1072704.0
2017-10-18,36.650001525878906,32549,1192920.8996658325
2017-10-19,35.22999954223633,112291,3956011.8785972595
2017-10-20,34.584999084472656,43286,1497046.2703704834
2017-10-23,35.400001525878906,67360,2384544.102783203
2017-10-24,36.255001068115234,68312,2476651.632965088
2017-10-25,36.150001525878906,22549,815146.3844070435
2017-10-26,36.099998474121094,31798,1147907.7514801025
